index,complaints,transactions_ytd,avg_tr_amt,time_on_site,total_discounts,num_reviews,avg_review,returns,latest_review,num_total_purchases,purchase_made_last_month
8058,5,15,155.66,155.66,107.15,7,1.83,12,3,37,No
8059,7,12,201.75,201.75,109.95,7,3.76,15,3,38,No
8060,6,14,205.6,205.6,118.27,11,3.81,11,3,40,Yes
8061,9,13,185.68,185.68,117.22,9,3.33,15,3,32,No
8062,5,14,188.15,188.15,119.37,10,3.03,10,3,45,Yes
8063,4,13,166.51,166.51,95.07,4,2.42,14,2,41,Yes
8064,7,13,191.22,191.22,181.22,9,2.71,14,4,35,No
8065,8,15,153.48,153.48,47.54,8,2.42,14,3,32,No
8066,5,12,184.34,184.34,116.79,8,3.08,13,3,35,Yes
8067,8,9,196.96,196.96,100.32,11,3.85,11,4,37,Yes
8068,7,9,179.96,179.96,71.66,8,3.49,8,3,41,Yes
8069,5,11,135.83,135.83,70.91,7,1.59,13,3,31,No
8070,7,14,171.72,171.72,178.03,9,2.42,10,4,37,No
8071,6,16,174.94,174.94,166.93,11,2.68,9,3,38,Yes
8072,8,15,194.25,194.25,107.42,9,3.51,14,4,34,No
8073,7,16,166.11,166.11,133.39,11,2.48,13,3,32,Yes
8074,6,9,181.51,181.51,83.95,7,3.55,7,4,33,No
8075,6,13,192.07,192.07,121.94,9,3.04,14,4,36,Yes
8076,5,12,167.73,167.73,63.15,6,2.35,11,4,36,Yes
8077,9,18,210.3,210.3,176.53,9,3.98,9,4,43,No
8078,5,13,176.41,176.41,107.92,8,2.68,10,3,42,Yes
8079,8,17,186.5,186.5,149.66,8,3.39,9,4,34,No
8080,4,17,215.26,215.26,186.35,8,3.2,11,4,41,No
8081,6,14,171.16,171.16,108.8,7,2.54,14,3,37,Yes
8082,5,15,174.34,174.34,92.56,7,2.55,13,3,34,No
8083,6,16,146.67,146.67,79.86,8,1.95,12,3,31,No
8084,8,13,192.84,192.84,125.95,4,2.94,14,4,45,No
8085,8,15,154.7,154.7,134.1,9,2.21,11,3,33,No
8086,6,12,180.19,180.19,139.9,10,2.69,14,3,33,Yes
8087,7,9,171.82,171.82,86.57,7,2.67,13,4,31,Yes
8088,8,11,139.67,139.67,118.77,6,2.41,7,3,30,No
8089,4,17,198.77,198.77,113,11,3.32,9,3,44,Yes
8090,8,10,191.99,191.99,123.41,10,3.39,12,4,36,Yes
8091,6,6,185.9,185.9,57.02,6,3.94,5,4,33,No
8092,6,14,186.7,186.7,135.65,8,2.99,11,3,42,Yes
8093,4,12,158.26,158.26,99.75,4,2.3,11,2,45,Yes
8094,5,15,184.94,184.94,136.33,8,2.59,14,4,35,No
8095,7,14,216.66,216.66,152.15,13,4.38,9,3,46,Yes
8096,6,15,193.74,193.74,88.81,6,3.61,12,4,33,No
8097,11,10,191.07,191.07,116.63,7,2.93,17,4,44,No
8098,10,15,177.76,177.76,160.69,9,2.59,17,3,38,No
8099,6,13,192.94,192.94,120.19,10,3.05,13,4,40,Yes
8100,7,13,205.81,205.81,99.92,10,4.25,7,3,42,Yes
8101,11,10,171.92,171.92,158.55,11,2.7,16,4,28,No
8102,5,15,182.1,182.1,115.31,9,2.6,11,4,40,Yes
8103,7,15,181.92,181.92,142.09,7,3.06,8,4,38,No
8104,9,10,193.37,193.37,97.71,8,3.86,12,3,36,No
8105,6,16,168.03,168.03,137.11,9,2.37,12,3,38,Yes
8106,9,15,150.41,150.41,81.6,8,2.53,10,3,28,No
8107,10,13,153.61,153.61,152.02,9,2.72,9,3,30,No
8108,10,10,191.89,191.89,117.59,8,2.87,16,4,44,No
8109,6,10,186.41,186.41,141.88,7,3.08,10,4,36,No
8110,5,17,203.94,203.94,112.2,11,3.74,9,3,45,Yes
8111,8,13,162.54,162.54,118.82,8,2.25,12,4,34,No
8112,4,12,160.37,160.37,55.45,4,2.34,13,3,33,No
8113,9,11,177.11,177.11,65.8,10,3.42,13,3,31,No
8114,6,17,170.11,170.11,151.79,10,2.3,11,3,43,Yes
8115,9,10,173.22,173.22,93.6,10,3.22,12,3,31,No
8116,6,13,200.45,200.45,134.91,11,3.45,13,3,37,Yes
8117,10,14,137.44,137.44,70.65,8,2.68,9,2,28,No
8118,9,11,188.33,188.33,105.2,8,3.87,13,3,32,No
8119,5,13,138.39,138.39,65.68,7,1.36,14,3,31,No
8120,6,17,173.39,173.39,105.44,5,2.38,14,2,46,Yes
8121,8,12,134.68,134.68,89.34,6,2.05,10,3,29,No
8122,10,9,189.05,189.05,85.3,8,3.42,14,4,38,No
8123,8,12,170.05,170.05,172.64,8,2.84,12,3,25,No
8124,7,14,216.2,216.2,138.29,13,4.32,7,3,47,Yes
8125,6,10,184.3,184.3,163.52,7,2.87,10,4,33,No
8126,11,13,168.12,168.12,136.03,8,2.92,11,4,32,No
8127,8,12,185.18,185.18,132.57,8,3.11,12,3,37,No
8128,7,14,184.49,184.49,160.94,11,2.71,11,4,42,Yes
8129,6,17,210.12,210.12,185.71,12,3.52,13,2,45,Yes
8130,6,19,160.33,160.33,106.54,7,2.45,10,2,42,Yes
8131,5,14,188.32,188.32,96.78,9,2.82,15,4,36,Yes
8132,5,13,192.9,192.9,84.73,6,2.96,15,4,36,No
8133,4,15,210.55,210.55,95.87,8,2.94,19,4,42,No
8134,6,12,171.09,171.09,133.29,9,2.44,12,3,38,Yes
8135,8,12,127.97,127.97,135.02,8,1.34,9,3,31,No
8136,7,17,179.67,179.67,144.28,10,2.76,9,3,42,Yes
8137,8,13,181.64,181.64,151.44,8,2.83,13,3,36,No
8138,7,12,178.19,178.19,131.59,7,2.27,16,4,37,No
8139,8,18,166.9,166.9,156.76,11,2.68,9,3,33,No
8140,6,17,160.2,160.2,121.48,7,2.28,10,2,42,Yes
8141,6,17,182.56,182.56,135.72,9,2.79,14,3,34,Yes
8142,8,13,207.75,207.75,146.73,12,4.12,7,3,44,Yes
8143,9,17,156.47,156.47,153.53,8,2.98,4,3,33,No
8144,7,15,167.9,167.9,102.54,9,2.6,13,3,33,No
8145,7,13,174.51,174.51,89.58,7,2.59,15,3,33,No
8146,8,12,169.2,169.2,119.6,8,2.51,14,3,36,No
8147,9,9,194.37,194.37,182.07,8,2.93,18,3,36,No
8148,6,20,158.43,158.43,95.17,5,2.26,12,2,41,Yes
8149,8,13,149.89,149.89,163.61,8,1.69,8,5,30,No
8150,6,21,190.35,190.35,128.6,8,3.19,10,3,47,Yes
8151,5,17,197.43,197.43,156.28,10,2.76,13,4,40,Yes
8152,7,15,151.28,151.28,120.58,9,2.15,12,3,34,Yes
8153,9,11,168.82,168.82,156.97,11,2.61,15,3,26,No
8154,8,16,201.1,201.1,141.53,8,3.6,12,4,38,No
8155,7,15,191.65,191.65,139.25,9,2.93,14,4,36,No
8156,7,12,198.9,198.9,112.7,9,3.52,11,4,36,Yes
8157,5,11,190.12,190.12,122.51,9,3.42,9,3,40,Yes
8158,3,18,175.36,175.36,121.84,6,1.98,14,4,37,Yes
8159,5,14,182.28,182.28,107.06,6,2.94,12,3,38,Yes
8160,9,16,207.72,207.72,202.25,10,3.37,14,4,38,No
8161,12,10,142.32,142.32,127.23,10,2.6,11,3,26,No
8162,7,10,178.89,178.89,116.33,8,3.81,7,3,25,No
8163,6,12,175.28,175.28,120.06,7,2.82,8,3,47,Yes
8164,7,12,144.56,144.56,113.21,7,1.72,12,3,31,No
8165,7,10,193.84,193.84,89.35,10,3.6,9,4,40,Yes
8166,9,13,183.56,183.56,159.09,9,2.97,15,3,35,No
8167,8,9,206.22,206.22,133.36,8,3.8,15,3,37,No
8168,4,18,196.88,196.88,148.89,10,3.12,12,3,42,Yes
8169,8,16,183.04,183.04,137.02,9,2.95,13,3,35,No
8170,4,15,179.89,179.89,133.91,7,2.49,15,3,37,Yes
8171,5,16,198.77,198.77,158.48,10,2.91,15,3,38,Yes
8172,6,10,178.75,178.75,94.56,8,2.93,11,3,38,Yes
8173,6,13,191.97,191.97,132.99,9,3.05,11,4,34,Yes
8174,6,16,203.92,203.92,152.23,10,3.64,11,3,40,Yes
8175,7,15,176.17,176.17,158.93,10,2.31,13,4,37,Yes
8176,4,16,173.72,173.72,125.98,7,2.66,12,2,41,Yes
8177,8,10,184.08,184.08,86.78,8,3.07,12,4,40,No
8178,10,8,171.03,171.03,56.67,8,3.2,11,4,33,No
8179,7,10,186.49,186.49,118.5,9,2.99,15,3,35,Yes
8180,3,14,194.81,194.81,150.26,5,2.73,9,4,47,No
8181,8,16,181.24,181.24,148.91,9,3.02,12,3,34,No
8182,6,9,194.78,194.78,189.07,7,3.31,11,4,30,No
8183,9,11,170.43,170.43,132.09,9,2.7,10,4,35,No
8184,8,10,179.5,179.5,142.39,10,3.17,13,3,28,No
8185,6,12,177.85,177.85,157.23,8,2.99,11,3,30,No
8186,5,15,174.34,174.34,118.46,7,2.76,11,2,43,Yes
8187,8,10,172.5,172.5,148.35,7,2.72,10,4,31,No
8188,6,15,168.7,168.7,183.2,7,2.49,11,3,29,No
8189,6,12,173.78,173.78,148,9,2.52,10,3,41,Yes
8190,8,10,215.44,215.44,114.37,13,4.36,12,4,38,Yes
8191,5,12,184.3,184.3,103.03,6,2.6,15,4,36,No
8192,9,14,187.77,187.77,143.95,9,2.84,16,3,38,No
8193,5,16,193.38,193.38,118.45,9,3.4,9,3,43,Yes
8194,7,13,183.91,183.91,103.12,9,3.7,11,3,31,No
8195,3,15,159.92,159.92,73.75,5,1.98,9,3,40,Yes
8196,2,19,175.14,175.14,141,7,1.81,14,3,41,Yes
8197,11,8,183.44,183.44,65.43,8,3.69,13,4,34,No
8198,8,15,238.44,238.44,156.01,8,3.97,18,4,42,No
8199,9,15,182.39,182.39,156.76,9,3.22,10,4,33,No
8200,6,14,190.93,190.93,105.08,10,3.5,8,3,44,Yes
8201,6,14,188.55,188.55,129.56,9,3.13,11,3,38,Yes
8202,6,12,188.28,188.28,98.96,9,3.03,12,4,38,Yes
8203,9,10,218.79,218.79,138.05,14,4.23,14,4,35,Yes
8204,8,18,175.65,175.65,107.92,8,3.34,7,3,35,No
8205,12,10,173.53,173.53,126.66,11,3.31,15,3,27,No
8206,5,15,172.7,172.7,102.53,8,2.82,15,2,31,Yes
8207,8,16,174.09,174.09,144.58,9,2.87,11,3,34,No
8208,5,16,201.92,201.92,166.47,10,3.26,11,3,44,Yes
8209,5,15,159.74,159.74,81.91,5,2.59,12,2,36,Yes
8210,7,17,167.88,167.88,129.02,9,2.19,16,3,30,Yes
8211,5,15,178.94,178.94,121.89,7,2.66,12,3,37,Yes
8212,9,12,180.27,180.27,125.98,8,3.12,12,3,35,No
8213,7,16,153.58,153.58,109.13,7,2.34,6,2,48,Yes
8214,5,16,194.07,194.07,140.06,9,3.15,11,3,41,Yes
8215,9,12,169.01,169.01,170.94,9,2.57,12,3,32,No
8216,6,14,202.44,202.44,133.16,11,3.61,12,3,39,Yes
8217,6,10,192.84,192.84,108.62,8,3.7,11,3,33,No
8218,11,12,173.69,173.69,153.65,11,2.96,13,3,31,No
8219,7,16,152.05,152.05,103.22,8,2.57,8,3,31,No
8220,4,17,180.66,180.66,112.55,5,2.64,9,4,36,No
8221,5,16,152.82,152.82,87.96,6,1.98,10,3,34,No
8222,5,15,201.05,201.05,120.29,11,3.38,11,4,42,Yes
8223,9,12,191.72,191.72,106.93,9,3.48,15,3,38,No
8224,5,10,198.35,198.35,102.58,7,3.51,9,4,41,No
8225,8,11,187.64,187.64,120.41,6,2.76,14,4,43,No
8226,6,13,173.96,173.96,135.88,8,2.43,13,3,37,Yes
8227,7,13,182.48,182.48,122.82,9,3.3,13,3,32,No
8228,5,13,199.24,199.24,154.52,11,3.33,14,3,33,Yes
8229,5,15,186.04,186.04,136.43,8,2.21,16,4,38,No
8230,7,14,201.68,201.68,119.49,10,3.69,10,4,38,Yes
8231,7,16,159.52,159.52,127.8,8,2.01,12,3,39,Yes
8232,3,21,195.83,195.83,159.78,9,2.85,11,3,47,Yes
8233,4,14,170.8,170.8,69.47,6,2.32,12,4,36,Yes
8234,9,12,195.81,195.81,135.51,7,3.42,13,4,38,No
8235,10,18,188.63,188.63,170.33,10,3.62,9,3,36,No
8236,10,14,170.75,170.75,118.84,9,2.49,12,4,43,No
8237,7,12,205.65,205.65,116.7,12,3.93,10,3,41,Yes
8238,5,15,190.06,190.06,112.13,9,2.86,13,4,36,Yes
8239,7,10,189.54,189.54,108.36,10,3.55,11,3,40,Yes
8240,10,10,173.21,173.21,110.36,9,3.13,13,4,29,No
8241,8,11,124.44,124.44,71.93,7,1.61,11,3,31,No
8242,5,17,165.9,165.9,98.12,4,2.51,11,2,47,Yes
8243,5,16,194.77,194.77,115.85,8,3.64,9,3,43,Yes
8244,6,16,166.9,166.9,106.58,8,2.35,19,3,27,Yes
8245,7,11,166.14,166.14,106.78,6,2.63,13,3,33,No
8246,8,15,160.94,160.94,139.18,10,2.41,11,3,32,No
8247,5,14,165.19,165.19,109.06,4,2.15,15,2,41,Yes
8248,7,11,169.28,169.28,139.12,10,2.47,12,3,34,Yes
8249,6,15,171.39,171.39,134.6,9,2.51,12,3,37,Yes
8250,11,14,190.91,190.91,140.18,8,3.73,11,3,35,No
8251,7,15,157.23,157.23,123.19,7,2.18,8,3,46,Yes
8252,6,12,183.5,183.5,103.27,9,3.14,10,3,41,Yes
8253,6,14,194.3,194.3,143.86,10,2.88,15,4,37,Yes
8254,7,14,210.89,210.89,147.25,12,4.07,10,3,41,Yes
8255,5,15,184.27,184.27,129.53,7,2.9,13,2,40,Yes
8256,3,7,180.4,180.4,118.48,4,2.62,14,2,43,Yes
8257,4,11,176.79,176.79,78.93,5,2.42,16,4,33,No
8258,5,15,189.34,189.34,121.58,8,2.72,14,4,32,Yes
8259,7,14,184.66,184.66,163.91,6,2.76,11,4,40,No
8260,6,13,192.15,192.15,102.8,8,3.7,11,3,36,No
8261,12,14,179.45,179.45,193.32,10,3.29,10,4,33,No
8262,6,15,194.39,194.39,142.26,10,3.2,10,3,41,Yes
8263,6,15,202.53,202.53,118.45,10,3.78,10,3,42,Yes
8264,8,6,197.62,197.62,39,8,4.37,10,3,35,No
8265,6,14,186.41,186.41,132.26,9,2.94,12,3,41,Yes
8266,7,13,182.7,182.7,115.33,9,3.43,10,3,34,No
8267,6,15,173.78,173.78,128.54,9,2.8,10,3,39,Yes
8268,5,20,166.5,166.5,106.41,8,2.84,11,2,36,Yes
8269,10,13,163.66,163.66,164.83,11,2.3,15,3,30,No
8270,4,20,220.95,220.95,167.69,13,3.81,11,3,46,Yes
8271,8,12,195.12,195.12,126.55,8,3.37,17,3,37,No
8272,8,16,182.07,182.07,162.46,7,3.03,13,3,35,No
8273,6,13,197.01,197.01,116.71,10,3.14,13,4,36,Yes
8274,7,5,176.87,176.87,138.8,9,3.15,10,4,22,No
8275,4,17,187.03,187.03,101.95,8,2.9,11,4,39,Yes
8276,9,13,177.79,177.79,152.29,8,2.72,14,3,38,No
8277,11,9,182.67,182.67,171.79,9,2.87,16,4,31,No
8278,8,14,182.96,182.96,163.64,9,2.6,13,4,37,No
8279,10,13,155.31,155.31,126.99,8,2.85,10,3,32,No
8280,5,13,187.22,187.22,98.11,10,3.27,7,3,43,Yes
8281,5,14,164.97,164.97,114.71,6,2.34,13,2,39,Yes
8282,8,14,182.89,182.89,187.99,15,2.64,12,4,30,Yes
8283,7,15,212.68,212.68,169.54,11,4.12,9,3,44,Yes
8284,6,12,179,179,151.17,10,2.74,11,3,41,Yes
8285,7,12,189.25,189.25,123.14,9,3.04,12,4,35,Yes
8286,7,14,198.7,198.7,167.05,12,3.11,11,4,41,Yes
8287,5,16,187.66,187.66,122.26,9,2.89,10,4,40,Yes
8288,7,10,190.35,190.35,147.55,7,3.27,10,4,36,No
8289,8,14,182.71,182.71,145.34,8,2.56,15,4,37,No
8290,6,9,179.72,179.72,56.86,8,3.74,5,4,36,No
8291,5,14,175.93,175.93,94.15,8,2.8,7,3,44,Yes
8292,8,16,179.26,179.26,119.48,8,2.47,15,4,39,No
8293,5,16,194.17,194.17,156.33,9,3.15,13,2,42,Yes
8294,7,8,184.07,184.07,131.5,6,2.86,15,3,36,No
8295,5,13,183,183,95.7,7,2.7,15,3,36,No
8296,5,15,180.38,180.38,127.31,8,2.93,9,2,47,Yes
8297,7,14,192.07,192.07,139.12,8,3.54,12,3,34,No
8298,6,14,150.78,150.78,72.8,5,2.32,10,3,33,No
8299,5,12,189.19,189.19,143.1,8,3.38,11,3,31,No
8300,7,13,206.37,206.37,132.86,10,3.69,13,4,35,Yes
8301,6,16,207.15,207.15,146.03,12,3.9,6,3,44,Yes
8302,9,14,153.25,153.25,195.97,10,2.36,8,3,34,No
8303,9,16,141.72,141.72,103.5,9,2.41,7,3,29,No
8304,5,16,187.72,187.72,112.25,9,2.88,13,3,41,Yes
8305,6,14,175.49,175.49,135.79,8,2.8,8,4,37,No
8306,8,16,177.95,177.95,113.72,8,3,10,4,36,No
8307,6,16,192.6,192.6,124.13,8,3.24,8,3,52,Yes
8308,6,14,199.3,199.3,125.15,10,3.26,13,4,39,Yes
8309,7,16,166.5,166.5,114.79,7,2.49,10,3,41,Yes
8310,8,12,219.45,219.45,162.44,13,4.37,13,3,38,Yes
8311,5,16,204.72,204.72,178.48,12,3.18,12,3,44,Yes
8312,7,12,179.47,179.47,129.85,9,3.09,12,3,32,No
8313,7,10,190.38,190.38,182.8,7,3.01,12,4,34,No
8314,5,17,194.7,194.7,178.39,10,2.9,10,3,46,Yes
8315,4,15,188.39,188.39,96.52,4,2.92,15,2,47,Yes
8316,7,13,187.51,187.51,161.91,11,2.69,13,4,38,Yes
8317,5,17,199.64,199.64,158.55,10,2.91,15,4,37,Yes
8318,7,14,195.65,195.65,172.08,11,2.91,11,4,40,Yes
8319,8,11,189,189,206.73,5,2.87,12,4,37,No
8320,7,17,198.85,198.85,137.9,10,3.32,13,4,36,Yes
8321,7,14,154.34,154.34,139.9,9,1.91,11,3,37,Yes
8322,9,16,174.27,174.27,105.11,11,2.99,14,3,30,No
8323,10,11,179.67,179.67,124.29,8,3.06,15,3,34,No
8324,5,15,199.06,199.06,133.91,11,3.28,12,3,42,Yes
8325,7,12,206.81,206.81,140.87,7,3.4,16,4,37,No
8326,7,14,177.93,177.93,145.99,8,2.87,9,3,39,No
8327,4,16,194.58,194.58,136.89,9,2.84,14,4,37,Yes
8328,6,14,201.48,201.48,138.45,12,3.34,11,4,42,Yes
8329,10,12,160.99,160.99,166.73,9,2.68,10,3,31,No
8330,6,13,177.53,177.53,150.36,10,2.58,13,3,35,Yes
8331,8,13,144.02,144.02,124.68,9,1.78,12,3,33,No
8332,6,13,181.87,181.87,121.56,9,2.93,9,3,46,Yes
8333,7,15,164.71,164.71,125.06,9,2.65,8,3,39,Yes
8334,9,15,186.81,186.81,188.18,9,2.74,12,4,39,No
8335,6,12,188.66,188.66,147.1,10,3.17,8,3,42,Yes
8336,5,15,184.17,184.17,111.22,9,2.64,9,4,41,No
8337,7,11,196.21,196.21,152.82,7,3.53,15,3,32,No
8338,10,13,171.63,171.63,167.43,8,2.77,10,4,35,No
8339,5,7,197.12,197.12,168.94,11,3.12,12,3,38,Yes
8340,10,17,152.26,152.26,129.08,9,2.66,8,3,34,No
8341,8,11,174.5,174.5,128.04,10,3.35,9,3,30,No
8342,8,9,198.35,198.35,107.02,10,3.85,11,4,32,Yes
8343,7,12,203.24,203.24,125.27,11,3.68,10,4,41,Yes
8344,5,16,191.42,191.42,140.03,9,2.88,11,4,40,Yes
8345,5,16,208.25,208.25,154.83,12,3.32,14,3,39,Yes
8346,7,20,178.82,178.82,116.67,7,2.85,9,3,46,Yes
8347,7,16,199.25,199.25,168.25,11,2.93,13,4,40,Yes
8348,9,15,172.97,172.97,119.78,10,2.83,14,4,30,No
8349,6,16,163.24,163.24,126.15,8,2.12,11,3,38,No
8350,6,12,170.86,170.86,140.65,9,2.3,15,3,33,Yes
8351,9,9,194.93,194.93,107.72,8,3.13,18,4,39,No
8352,7,12,199.94,199.94,102.82,10,3.83,9,4,38,Yes
8353,5,12,178.93,178.93,97.16,7,2.32,16,4,37,No
8354,5,16,198.76,198.76,140.97,11,3.14,11,4,42,Yes
8355,6,12,172.08,172.08,73.29,7,2.77,9,3,39,Yes
8356,11,10,187.65,187.65,130.01,9,3.15,17,3,37,No
8357,7,12,194.34,194.34,104.06,9,3.18,14,4,33,Yes
8358,11,9,193.28,193.28,149.62,10,2.99,21,3,34,No
8359,6,12,177.96,177.96,133.69,10,2.96,10,3,36,Yes
8360,9,10,192.17,192.17,91.81,7,4.1,10,3,35,No
8361,5,13,181.65,181.65,90.92,9,2.75,11,4,38,Yes
8362,7,11,194.51,194.51,124.83,10,3.22,13,4,34,Yes
8363,7,10,183.29,183.29,158.98,9,3.58,10,3,26,No
8364,7,13,174.81,174.81,109.98,9,3.5,9,3,28,No
8365,5,17,206.39,206.39,147.35,10,3.21,15,4,37,Yes
8366,10,8,166.32,166.32,154.43,10,2.2,18,3,34,No
8367,4,18,196.38,196.38,142.32,10,3.02,12,3,45,Yes
8368,9,10,185.36,185.36,136.82,8,3.24,12,4,36,No
8369,7,13,139.77,139.77,83.8,7,2.21,10,3,30,No
8370,6,16,154.57,154.57,128.82,9,2.71,5,3,28,No
8371,4,15,181.17,181.17,104.16,6,2.93,17,2,31,Yes
8372,6,12,178.99,178.99,96.18,8,2.77,12,3,39,Yes
8373,8,19,167.88,167.88,122.8,8,2.91,8,3,36,No
8374,5,11,172.09,172.09,125.44,7,2.33,14,3,40,Yes
8375,9,14,189.06,189.06,197.63,11,2.85,12,4,38,No
8376,9,12,177.97,177.97,102.77,10,3.47,11,3,33,No
8377,10,14,135.1,135.1,135.92,10,1.76,10,3,30,No
8378,7,13,214.01,214.01,157.15,12,4.13,13,3,40,Yes
8379,6,13,199.87,199.87,151.15,10,3.24,15,3,36,Yes
8380,5,12,165.39,165.39,125.46,8,2.57,10,3,37,Yes
8381,7,15,161.25,161.25,104.42,7,2.45,9,3,41,Yes
8382,10,14,152.67,152.67,181.88,10,2.54,7,3,29,No
8383,12,6,184.19,184.19,143.94,10,3.44,17,4,24,No
8384,7,14,171.34,171.34,141.5,9,2.6,11,3,36,No
8385,6,13,179.77,179.77,146.78,9,2.9,8,3,42,Yes
8386,7,14,169.36,169.36,133.72,9,2.49,11,3,39,Yes
8387,6,9,177.26,177.26,112.69,9,3.38,10,4,25,No
8388,6,18,227.7,227.7,212.77,13,3.97,13,3,41,Yes
8389,10,8,191.56,191.56,133.45,9,3.15,16,4,35,No
8390,9,12,154.47,154.47,145.05,10,1.98,14,3,31,No
8391,4,18,172.15,172.15,131.69,7,2.01,10,4,42,Yes
8392,4,10,187.23,187.23,111.97,6,3.49,7,4,32,No
8393,7,14,205.11,205.11,114.76,10,3.87,10,4,39,Yes
8394,3,12,202.32,202.32,129.87,7,3.35,14,3,41,Yes
8395,8,12,157.88,157.88,114.87,11,2.5,9,4,31,No
8396,6,9,175.81,175.81,43.67,8,3.14,10,4,37,Yes
8397,9,14,190.31,190.31,179.78,8,2.59,16,3,42,No
8398,7,14,209.92,209.92,186.44,12,3.6,13,3,39,Yes
8399,6,11,171.75,171.75,163.63,9,2.76,7,4,32,No
8400,4,12,193.68,193.68,119.9,7,3.39,9,3,46,Yes
8401,10,12,176.2,176.2,180.95,9,3.21,14,3,25,No
8402,6,11,184.35,184.35,64.94,7,3.55,6,4,40,No
8403,4,17,185.21,185.21,152.1,8,2.28,14,4,39,Yes
8404,7,11,168.7,168.7,147.8,9,2.86,8,4,30,No
8405,5,17,208,208,129.07,12,3.6,10,4,43,Yes
8406,5,16,199.36,199.36,135.51,11,3.14,14,3,38,Yes
8407,8,9,186.38,186.38,81.25,9,3.94,10,3,31,No
8408,5,12,193.57,193.57,123.71,8,3.28,11,2,44,Yes
8409,10,11,176.57,176.57,115.02,9,2.88,13,4,38,No
8410,7,21,169.02,169.02,108.39,6,2.4,11,2,48,Yes
8411,9,10,203.07,203.07,120.22,7,3.42,18,3,42,No
8412,5,17,191.18,191.18,138.12,9,2.93,10,4,41,Yes
8413,9,16,147.74,147.74,140.82,9,2.49,7,3,31,No
8414,4,17,191.8,191.8,147.36,9,2.48,17,3,38,Yes
8415,5,16,194.95,194.95,174.61,11,2.57,14,3,43,Yes
8416,6,8,164.64,164.64,155.2,11,2.35,12,3,29,Yes
8417,7,13,179.2,179.2,158.28,8,2.69,12,3,38,No
8418,8,10,170.59,170.59,128.64,10,2.93,10,4,31,No
8419,6,12,177.39,177.39,86.46,4,2.73,13,4,35,No
8420,6,17,210.68,210.68,161.11,7,3.4,13,3,42,No
8421,6,17,171.92,171.92,136.23,10,2.68,10,3,36,Yes
8422,5,15,195.72,195.72,109.76,10,3.34,9,4,40,Yes
8423,6,13,204.28,204.28,99.97,11,4.14,9,3,43,Yes
8424,7,13,172.07,172.07,129.93,8,2.52,12,4,33,No
8425,10,14,170.22,170.22,191.85,10,2.47,12,3,36,No
8426,11,13,166.94,166.94,155.11,8,3.22,8,3,32,No
8427,6,10,163.16,163.16,128.52,7,2.09,14,3,39,Yes
8428,8,13,218.95,218.95,172.52,13,4.16,12,3,41,Yes
8429,7,15,168.36,168.36,138.58,9,2.47,10,3,38,Yes
8430,8,9,179.06,179.06,172.01,9,2.98,12,4,27,No
8431,11,9,177.81,177.81,75.81,9,3.43,14,3,33,No
8432,5,12,182.38,182.38,141.24,7,2.79,8,3,50,Yes
8433,6,15,203.65,203.65,146.02,10,3.53,12,3,40,Yes
8434,6,16,170.63,170.63,150.55,8,2.48,10,3,35,No
8435,6,17,167.97,167.97,106.72,6,2.51,11,2,43,Yes
8436,5,15,194.37,194.37,127.17,9,2.93,12,4,38,Yes
8437,4,14,167,167,113.31,3,2.27,9,2,52,Yes
8438,6,14,198.97,198.97,123.15,11,3.53,10,3,42,Yes
8439,6,12,183.79,183.79,154.04,11,2.65,14,3,38,Yes
8440,7,18,173.77,173.77,118.07,9,2.92,9,3,39,Yes
8441,6,13,192.25,192.25,111.8,10,3.34,11,3,42,Yes
8442,6,14,175.47,175.47,104.62,7,2.78,12,3,40,Yes
8443,6,15,152.75,152.75,115.73,5,1.81,13,2,40,Yes
8444,8,13,152.11,152.11,102.57,7,2.22,12,3,31,No
8445,7,15,170.9,170.9,120.52,7,2.93,9,4,33,No
8446,5,13,190.11,190.11,114.48,8,3.24,15,3,33,Yes
8447,6,11,199.73,199.73,105.39,7,3.11,18,3,37,No
8448,8,9,182.55,182.55,150.26,7,3,12,4,30,No
8449,4,13,197.22,197.22,121.45,7,3.44,11,2,44,Yes
8450,7,11,173.33,173.33,119.83,8,2.69,12,3,37,Yes
8451,7,12,166.97,166.97,132.83,9,2.43,10,4,38,Yes
8452,11,14,164.47,164.47,146.83,10,3.11,9,3,31,No
8453,6,10,173.14,173.14,109.79,9,3.37,7,4,28,No
8454,9,12,188.22,188.22,137.99,11,3.23,17,3,34,No
8455,10,9,182.34,182.34,143.54,10,3.18,15,4,27,No
8456,5,17,162.9,162.9,89.94,5,2.65,11,2,40,Yes
8457,6,18,181.21,181.21,105.23,8,3.26,10,3,40,Yes
8458,7,10,148.14,148.14,81.1,7,2.01,15,3,30,No
8459,9,10,190.36,190.36,117.03,6,3.46,14,3,34,No
8460,4,14,177.23,177.23,100.36,5,2.62,16,2,39,Yes
8461,4,10,167.94,167.94,138.33,6,2.61,7,4,25,No
8462,10,9,187.28,187.28,100.3,8,3.49,15,3,33,No
8463,7,18,163.74,163.74,93.74,8,2.63,10,3,36,No
8464,6,17,182.66,182.66,148.28,8,2.56,13,3,41,Yes
8465,9,13,146.3,146.3,121.79,7,2.22,10,3,30,No
8466,7,12,169.42,169.42,122.17,9,2.55,14,3,31,Yes
8467,10,17,164.16,164.16,151.05,11,2.96,7,3,33,No
